created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bekasi;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bogor;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;jakarta;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;tangerang
04/12/2021;84;180;4;3;2;2;Kota Bekasi;SHM;2200;Utara;1350000000;https://www.rumah123.com/properti/bekasi/hos9281190/;Perumahan TYTYAN KENCANA Lokasi dikawasan yg sdh berkembang, Akses dr FlyOver Summarecon langsung Tol Bekasi Barat, dekat dgn Stasiun Bekasi , Depan Gerbang dekat sekolah Ternama, Al- Azhar, BPK Penabur, dn kampus Binus University dekat dgn Mall Summarecon Bekasi dn Harris Hotel Pusat Kuliner yg sdh sangat lengkap Pusat Perbelanjaan, Perkantoran dn PerBankan Security 24 Jam..Harga Nego..;;07/12/2021;120;200;4;3;0;1;Gunung Putri;Lainnya;2200;;1500000000;https://www.rumah.com/listing-properti/dijual-kota-wisata-oleh-togi-m-siahaan-18428937;Akses Toll JORR II, dekat rumah sakit Eka Hospital, Mall Living World, tempat ibadah, sekolah, perbelanjaan;;15/11/2021;863;500;5;3;5;3;Jakarta Barat;SHM;3500;Timur Laut;8630000000;https://www.rumah.com/listing-properti/dijual-joglo-jakarta-barat-oleh-sari-19270742;Dijual cepat rumah asri 1 lantai, halaman luas. Terdiri atas bangunan utama dan bangunan tambahan berupa 8 kamar kos. Lokasi persis pinggir jalan, akses kendaraan umum mudah. Fasilitas umum lengkap di sekitar lokasi. Dekat akses tol, dan area Meruya, Larangan dan Srengseng.;;12/06/2021;98;70;2;1;;;BSD CITY, TANGERANG;SHM;2200;;1140;https://www.rumah123.com/properti/tangerang/hos9291199/;LT:98 LB: 70, KT: 2 KM: 1, Listrik 2200 watt, Air PDAM, Legalitas SHM, Rumah sudah direnovasi, lahan belakang sudah dicor untuk dikembangkan. Lokasi depan taman. Cluster tertutup dipantau cctv dan akses masuk menggunakan kartu boomgate. Harga Rp. 1.140M nego;
04/12/2021;105;85;3;2;;1;Kota Bekasi;SHM;2200;;750000000;https://www.rumah123.com/properti/bekasi/hos9280972/;Dijual cepat, Rumah termurah lepas cepat, Kondisi rumah rapih siap huni dan terawat di perumahan taman harapan baru bekasi, Hunian aman nyaman dan asri, Keamanan one gate sistem, Fasilitas lengkap di perumahan;;07/12/2021;140;170;4;3;0;2;Gunung Putri;SHM;4400;;1850000000;https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-tanah-luas-bangunan-lega-oleh-nano-18432385;Lokasi strategis, akses bebas banjir, dekat dengan banyak pusat perbelanjaan, lokasi rumah dalam komplek;;06/11/2021;140;224;3;2;;1;Jakarta Barat;SHM;3500;;3500000000;https://www.rumah.com/listing-properti/dijual-komplek-jembatan-2-oleh-dheniz-manuel-19185073;"Akses Deket Jalan Utama,Bisa Buat Usaha Online
Lokasi strategis dekat kejalan utama";;12/06/2021;335;240;3;3;2;2;BSD CITY, TANGERANG;SHM;10600;;4700;https://www.rumah123.com/properti/tangerang/hos9291173/;LT 335 m2, LB 240 m2, KT 3 + 1, KM 3 + 1, Listrik 10.600 kva, Sertifikat SHM, Hadap Timur Laut, Home theatre 1, Gudang 1, Garasi 2 mobil, Carport 2 mobil, AC 6 unit, Water heater 1 unit, Kitchen set, Kompor modena, Mesin cuci, Meja billiard, Taman depan dan belakang, Harga 4.7M nego;
04/12/2021;143;143;2;2;;;Kota Bekasi;SHM;2200;;950000000;https://www.rumah123.com/properti/bekasi/hos8438149/;Rumah siap huni luas tanah 143 Dekat dengan summarecon bekasi Toll bekasi barat.;;07/12/2021;98;49;2;1;0;1;Bogor Utara;SHM;5500;;840950000;https://www.rumah.com/listing-properti/dijual-vinca-village-oleh-hizkia-nathaniel-19264795;500 m dari pintu toll, keamanan 24 jam;;06/11/2021;120;110;5;2;;1;Jakarta Barat;SHM;2200;;1700000000;https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-lokasi-strategis-siap-huni-b-u-oleh-eva-kartika-18866141;"Lokasi Strategis Ditengah Kota, Dekat Ke Mal Dan Ke Gerbang Tol
Rumah di lokasi strategis, dijalan Laksa 1, posisi jalan raya, ditengah Perkotaan, bebas banjir, dekat ke mal, 10 menit ke gerbang tol, lingkungan aman dan tenang, akses kendaraan umum mudah, cocok untuk rumah tinggal maupun untuk dibuat rumah kost atau disewakan , mempunyai nilai investasi yang tinggi kedepannya.";;12/06/2021;241;250;4;3;;;BSD CITY, TANGERANG;SHM;3500;;3850;https://www.rumah123.com/properti/tangerang/hos9291045/;LT. 241 m, LB. 250 m (Estimasi Pemilik), KT. 4 + 1, KM. 3 + 1, Mushola: 1, Dapur: 1, Gudang: 1, Listrik: 3.500 Watt, Air: PAM BSD, Legalitas: SHM, Harga: 3.850.000.xxx,- Nego;
04/12/2021;60;55;2;2;;1;Kabupaten Bekasi;HGB;2200;Timur;598000000;https://www.realoka.com/218350-dijual-rumah-2-lt-free-balkon-dan-canopy-lokasi-di-bekasi;HARGA MULAI 640JT 2 LANTAI, Promo Waterfront *UPTOWN* ,*Bisa Tanpa Dp* ,*Free Biaya KPR* ,*Free IPKL Selama 1th* ,*Free Canopy*, *Konsumen Berhak memutar Undian Win Wheel of fortune ( TV, AC , Kichen set, Smarthome, Voucher Hypermart )*;;07/12/2021;120;160;5;3;0;1;Cileungsi;SHM;2200;Barat;1250000000;https://www.rumah.com/listing-properti/dijual-rumah-di-limus-pratama-regency-oleh-janni-kurniawan-18893896;Rumah siap huni, bebas banjir, fasilitas lengkap, lokasi strategis;;06/11/2021;500;400;7;4;2;;Jakarta Barat;SHM;11000;Barat & Selatan;10000000000;https://www.rumah.com/listing-properti/dijual-taman-harapan-indah-oleh-bellen-hwan-18043420;rumah siap huni;;12/06/2021;234;300;5;5;;2;BSD, TANGERANG;HGB;4400;;3900;https://www.rumah123.com/properti/tangerang/hos9291030/;Dijual Rumah Cluster Anthea BSD, Luas tanah 234m2, Luas bangunan 300m2, 2 tingkat+1 tingkat untuk gudang, Kamar tidur 5+1, kamar mandi 5+1, Listrik 4400watt, Harga Rp. 3,9 M (nego);
04/12/2021;60;32;2;1;1;1;Kabupaten Bekasi;SHM;1300;Timur;481000000;https://www.rumah123.com/properti/bekasi/hos9280356/;Smart Home Sistem: Smart Door Lock, CCTV, Fasilitas Kawasan: Club House, Kolam Renang Masjid, Sekolah, Pasar Modern, Pusat Perbelanjaan, Akses: 25 menit ke Bekasi Kota, 25 menit ke Harapan Indah, 10 menit ke Pintu Tol JORR 2 (On Progress);;07/12/2021;60;39;2;1;0;1;Parung;SHM;1300;;670000000;https://www.rumah.com/listing-properti/dijual-grand-duta-city-oleh-wina-kusniarti-19388909;Keamanan 24 jam, 8 menit via Tol Bojong Gede;;07/12/2021;200;248;4;4;;2;Jakarta Barat;SHM;3500;;6518000000;https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-dekat-bandara-oleh-bayu-amri-19264200;;;12/06/2021;77;70;3;2;;1;BSD GREEN WICH, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);;Utara;1600;https://www.rumah123.com/properti/tangerang/hos9291013/;Rumah nyaman di Cluster Hyland Greenwich BSD, Harga Rp 1.6 M, Luas tanah 77 m2, Luas bangunan 70 m2, Kamar tidur 3, Kamar mandi 2, PAM, 2200 watt, Ppjb siap Ajb, Revky Netpro;
04/12/2021;60;55;2;1;;1;Kota Bekasi;SHM;2200;Timur;1350000000;https://www.rumah123.com/properti/bekasi/hos9280042/;"Smart Home Sistem: Smart Door Lock, CCTV, Smart Bulb, Fasilitas Cluster: Kolam Renang,Taman, Jogging Track, Lapangan Basket, Fasilitas Kawasan: Club House, Masjid, Sekolah, Pasar Modern, Pusat Perbelanjaan, Halte Busway, Waterpark, Rumah Sakit, Pusat Kuliner
Akses: 30 menit ke Bekasi Kota, 15 menit ke Kelapa Gading, 10 menit ke Jakarta Timur, Akses Tol: Cakung Barat, Cakung Timur, Pulo Gebang, Bekasi Barat";;07/12/2021;60;36;2;1;0;1;Gunung Putri;SHM;1300;;399000000;https://www.rumah.com/listing-properti/dijual-perumahan-dp-0-akad-syariah-andalusia-residence-di-tengah-kota-cibubur-oleh-sani-18746486;Perumahan dengan akad syariah, dekat dengan Tol Cimanggis, Rumah Sakit Permata, sekolah, mall, dan pusat kuliner;;07/12/2021;60;31;2;1;;1;Jakarta Barat;SHGB;1300;;497322000;https://www.rumah.com/listing-properti/dijual-kalideres-permai-oleh-rinaldo-iskandar-19375626;"""Lokasi yang strategis dekat dengan fasilitas sosial dan fasilitas umum
- dekat dengan Jakarta Barat
- dekat dengan Bandara Soetta Terminal 1
- dekat dengan Rumah Sakit
- dekat dengan Sekolah
- dekat dengan Commuterline Tangerang
- dekat dengan tradisional market
- dekat dengan Mall Tangcity
- dekat dengan akses Toll Jor 2 (on progres pembangunan)""";;12/06/2021;276;441;4;4;;;BSD FORESTA, TANGERANG;SHM;;;14000;https://www.rumah123.com/properti/tangerang/hos9290792/;LAUREL NAVA PARK by HONGKONG LAND & SINARMAS LAND, Lokasi dekat Country Club, Konsep Modern Tropical Living, Akses langsung ke Green Office Park, Type 12, 12x23, 4 carport, 4+1 KT, 4+1 KM, 1 powder room, 3 lantai (1 lantai LG), Floor to celling lt dasar 3,5m, Lt 1 - lt 2 3,5m, Lt 2 - lt 3 3,7m, Living & dining 6,7m, Ada 3 main gate (west , south , north), Reward : Harga perdana disc up to 10%, Cara bayar : Cash bertahap 24x jadi cash bertahap 24 + 6 (selama masa launching +6 bln), Kpr dp 20% - 12x + 5x (selama masa launching +5 bln);
04/12/2021;126;90;5;1;1;1;Kota Bekasi;SHM;2200;;1200000000;https://www.rumah123.com/properti/bekasi/hos9278935/;Dijual rumah CEPAT siap huni di cluster  Taman sari perumahan HARAPAN INDAH Bekasi kota, BERADA DI PUSATNYA BEKASI KOTA , akses ke SUMARECON STASIUN TERMINAL dan TOL BEKASI BARAT, BEBAS BANJIR, LINGKUNGAN CLUSTER , aman nyaman dan security 24 jam, PAM, ;;07/12/2021;70;40;2;1;0;2;Cibinong;SHM;1300;;456000000;https://www.rumah.com/listing-properti/dijual-dijual-rumah-tepi-danau-citeureup-cibinong-bogor-dekat-pintu-tol-400-jutaan-oleh-agus-razali-18979590;Keamanan 24 jam, dekat dengan Tol Citeureup, sekolah, Rumah Sakit Annisa dan Centra Medika;;16/11/2021;120;240;3;3;;3;Jakarta Barat;SHM;4400;selatan;30000000000;https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-bagus-dijakarta-barat-oleh-andry-19291003;"jalanan lebar, Dekat Mall green sedayu
Full Furnish";;12/06/2021;276;441;5;5;;;BSD CITY, TANGERANG;HGB;3500;;12600;https://www.rumah123.com/properti/tangerang/hos9290751/;Rumah Dijual Tangerang , Hot, rumah sultan terbaru bsd, cluster baru laurel @navapark, developer sinar mas land & hongkong land, view botanic park seluas 10 ha, lokasi laurel sangat strategis selangkah ke botanical park & country club yang dapat diakses dari gerbang barat dan gerbang utara, tahap 1 hanya 20 unit (20 unit pertama posisi persis di sebelah botanical park) , total 75 unit, hanya ada 2 tipe : no.1 lt 230, lb 370,  dimensi 10x23, kt 4 + study room mulai 12 man (blm trmsk disc).  no.2 lt 276, lb 441, dimensi 12 x23, kt 4 + study room,  mulai 14 m-an (blm trmsk disc), free pembelian unit laurel : private lift by mitsubhisi 200 kg,  ac, smart home system imported marmer 11.000 va, security 24 jam + cctv. Free lainnya : harga perdana discount early bird 10% cara bayar cash bertahap sampai dengan 24x + 6x, kpr dp 20% bisa di cicil 12x + 5x bonus early bird, free membership navapark 2 th (family package).;
04/12/2021;72;50;2;1;;1;Kota Bekasi;SHM;1300;Selatan;520000000;https://www.rumah123.com/properti/bekasi/hos9275401/;Dijual cepat rumah minimalis full renov dan full furnished dalam cluster harapan Mulya regency Cluster aman dana nyaman dengan one gate sistem (security 24 jam) Row jalan 2 mobil Ada taman dalam cluster untuk bermain anak Lokasi strategis dekat dengan sekolah, rumah sakit, pasar tradisional, sentra kuliner dan rumah ibadah . Kedepannya nilai Investasi sangat bagus karna hanya 2km dari pintu toll jor 2 gate tarumajaya. Harga nego;;07/12/2021;60;37;2;1;0;1;Parung;SHM;1300;;397223000;https://www.rumah.com/listing-properti/dijual-arco-green-park-parung-oleh-adi-cano-18659205;Terdapat ruang terbuka hijau, dekat dengan pasar tradisional;;04/12/2021;128;250;4;3;;2;Jakarta Barat;SHGB;5500;;3099000000;https://www.rumah.com/listing-properti/dijual-citra-garden-city-2-extension-oleh-esther-diana-13745474;;;12/06/2021;150;200;3;2;;;BSD CITY, TANGERANG;SHM;5500;;4100;https://www.rumah123.com/properti/tangerang/hos9290709/;LT 150 m2, LB 200 m2, KT 3 + 1, KM 2, Listrik 5.500 watt, Sertifikat SHM, 3 Unit AC, Pam BSD, Meja dapur marmer ujung pandang, Kompor tanam Modena, BEBAS BANJIR, LOKASI STRATEGIS;
04/12/2021;105;130;3;3;;1;Kota Bekasi;SHM;2200;Selatan;1200000000;https://www.rumah123.com/properti/bekasi/hos9275823/;Dijual cepat Rumah cantik rapih siap huni di bulevar hijau harapan indah bekasi Hunian aman nyaman dan asri Dekat ke sport club,hotel santika premier, eka hospital, pom bensin , sekolah. Harga nego;;07/12/2021;72;55;3;2;0;1;Parung;SHM;2200;;551834000;https://www.rumah.com/listing-properti/dijual-dijual-rumah-keren-2-lantai-500an-juta-di-arco-oleh-adi-cano-19117770;Keamanan 24 jam, di dalam cluster terdapat mushola dan taman bermain anak;;03/12/2021;300;400;5;4;;2;Jakarta Barat;SHM;5500;Timur;4200000000;https://www.rumah.com/listing-properti/dijual-citra-garden-city-1-oleh-irwan-gouw-16526713;;;12/06/2021;93;93;2;1;;1;PAGEDANGAN, TANGERANG;SHM;1300;Utara;575;https://www.rumah123.com/properti/tangerang/hos9291136/;Lokasi di belakang sekolah SD dekat dengan akses keluar perumahan menuju ICE BSD, ada 2 akses alternative yaitu ke Jl. Raya Pagedangan dan ke Jl. Menuju Vanya Park BSD.;
04/12/2021;160;180;4;2;;;Kota Bekasi;SHM;2200;;1400000000;https://www.rumah123.com/properti/bekasi/hos9278851/;Dijual Rumah siap huni di Cluster Taman Sari, Kota Harapan indah Bekasi, lingkungan nyaman, Air PDAM, Canopy, Listrik 2200 Watt;;07/12/2021;72;36;2;1;0;1;Gunung Putri;SHM;1300;;485000000;https://www.rumah.com/listing-properti/dijual-taman-darul-adnen-ciangsana-gunung-putri-bogor-oleh-muhammad-faqihuddin-19329327;Berada di komplek TNI AL, dekat dengan pusat perbelanjaan dan rumah sakit Melia Cibubur;;06/12/2021;90;200;3;3;1;1;Jakarta Barat;SHM;3500;Timur;1900000000;https://www.rumah.com/listing-properti/dijual-rumah-bangunan-baru-di-kalideres-permai-cengkareng-jakarta-barat-oleh-fransisca-ferra-jong-19021419;bebas banjir, lingkungan aman;;12/06/2021;72;70;3;2;;1;KARAWACI, TANGERANG;SHM;2200;;756;https://www.rumah123.com/properti/tangerang/hos9291103/;Lokasi strategis dekat ke Supermall Lippo Karawaci, Summarecon mall, Mall Ciputra, RS ibu dan anak Keluarga kita, Sarana perbelanjaan, Sarana ibadah, Sarana pendidikan. Dilengkapi dengan free BPHTB, Canopy, AJB, balik nama, Canopy, dan member Aquaplay 2 tahun.;
04/12/2021;160;70;3;1;1;1;Kabupaten Bekasi;SHM;900;Selatan;925000000;https://www.rumah123.com/properti/bekasi/hos9278849/;Dalam komplek yg nyaman, jalan 2 mbl, butuh renovasi plafon.;;07/12/2021;72;47;2;2;0;1;Parung;SHM;1300;;600000000;https://www.rumah.com/listing-properti/dijual-grand-parung-oleh-esa-husnul-19372482;Lokasi strategis, dekat dengan tol, konsep township modern, fasilitas lengkap;;06/11/2021;168;220;4;4;;;Jakarta Barat;SHM;3300;Utara;4500000000;https://www.rumah.com/listing-properti/dijual-rumah-taman-duta-mas-oleh-linda-19156677;;;12/06/2021;315;250;3;3;3;3;PONDOK CABE, TANGERANG;SHM;5500;;3000;https://www.rumah123.com/properti/tangerang/hos9291112/;lokasi dekat fasum, pizza HUT, Starbuck, KFC, ACE RS, sekolah internasional, dan dekat toll JORR 2;
04/12/2021;126;90;3;2;;2;Kota Bekasi;SHM;2200;;1200000000;https://www.rumah123.com/properti/bekasi/hos9278832/;Dijual Rumah siap huni di Harapan indah Bekasi, Luas tanah 126, Luas bangunan 90, Kamar tidur 3, Kamar mandi 2, Listrik 2200 watt, Pam, Shm, 2 Carport , Harga jual 1.2M nego;;07/12/2021;60;39;2;1;0;1;Parung;SHM;1300;;600000000;https://www.rumah.com/listing-properti/dijual-metro-parung-oleh-esa-husnul-19372448;Lokasi strategis, dekat dengan tol, konsep township modern, fasilitas lengkap;;06/12/2021;160;275;5;5;;2;Jakarta Utara ;SHM;3500;Barat;4850000000;https://rumahdijual.com/10316733;semi furnished, include water heather dan 5 unit AC;;12/06/2021;202;136;3;2;;1;GADING SERPONG, TANGERANG;SHM;2200;Timur Laut;2900;https://www.rumah123.com/properti/tangerang/hos9290510/;Memiliki fasilitas keamanan, AC, Taman, Jogging Track, dan Kolam Renang;
03/12/2021;72;60;3;2;;1;Kota Bekasi;SHM;2200;;1033000000;https://www.99.co/id/properti/rumah-jatiasih-2-lantai-mewah-elegan-full-fasilitas-73057430672;"Selling Point : Dekat Kota Cinema Mall Jatiasih, dekat Trisakti Ciangsana dan Mercu Buana, dekat bandara Halim Perdana Kusuma, dekat Trans Studio Mall dan TMII, dekat RS Jatisampurna dan Mitra Keluarga Jatiasih, dekat pintu tol Jorr Jatiasih
Fasilitas Cluster : Full Basketball Court, swimming Pool + Kids Pool, flower Garden, outdoor Gym, children Playground, traditional Gamesfield, jogging Track, keamanan 24Jam + CCTV, underground Utility
Spesifikasi : Luas tanah 72, luas bangunan 60, kamar tidur 3, kamar mandi 2, carport 2 mobil, air PDAM, listrik 2200 watt, dan harga mulai 1,033 M (cash).";;07/12/2021;72;43;2;1;0;1;Gunungsindur;SHGB;1300;;715000000;https://www.rumah.com/listing-properti/dijual-rawakalong-gunung-sindur-bogor-oleh-fransisco-19130075;Keamanan 24 jam, dekat dengan Rumah Sakit Hermina, Universitas Pamulang, dan Pusat Kuliner Bukit Dago;;06/12/2021;130;90;4;3;1;;Jakarta Utara ;SHM;4400;Timur;2100000000;https://rumahdijual.com/8964046;"- semi furnished (lemari + kitchen set)
- jalanan 2 mobil
- include 2 unit AC 2
- air pam + air tanah";;12/06/2021;48;62;2;2;;1;GADING SERPONG, TANGERANG;SHM;2200;Selatan;972;https://www.rumah123.com/properti/tangerang/hos9290843/;"Lokasi 5 menit to QBIG, 10 menit to AEON, 10 menit to Rs. Carolus, 10 menit to UMN
";
03/12/2021;96;69;3;3;;2;Kota Bekasi;SHM;2200;;920000000;https://www.99.co/id/properti/rumah-2-lantai-di-kaliabang-bekasi-lokasi-strategis-60284476186;"Super Prime Area : 5,2 km ke Summarecon Mall Bekasi, 4,1 km ke Primaya Hospital Bekasi, 3,8 km ke Universitas BSI, 5 km ke Universitas Binus, 2,4 km  ke Harapan Indah, 7 km ke Stasiun Bekasi, 9 km ke Pintu Toll Bekasi Barat, Type Rumah : Type Sapphire - LT 96/LB 69 m2 
Spesifikasi: Kamar tidur 3, kamar mandi 3, carport 2 mobil, listrik 2200, legalitas SHM";;07/12/2021;60;30;2;1;0;1;Parung Panjang;SHM;1300;;378990000;https://www.rumah.com/listing-properti/dijual-citaville-parung-panjang-bogor-oleh-fransisco-19340449;Dekat dengan Stasiun Parung Panjang dan pusat perbelanjaan (AEON mall, Gading Serpong, Karawaci);;06/12/2021;170;325;5;4;2;2;Jakarta Utara ;SHM;3500;Utara;4750000000;https://rumahdijual.com/7841771;"- jalanan 2.5 mobil
- cluster kecil
- ada 2 kamar tidur di lantai dasar";;12/06/2021;99;90;3;3;;;CISAUK, TANGERANG;HGB;2200;;2700;https://www.rumah123.com/properti/tangerang/hos9290794/;Lokasi strategis dan fasilitas lengkap;
03/12/2021;145;96;4;2;;;Kabupaten Bekasi;SHM;;;965000000;https://www.olx.co.id/item/dijual-rumah-murah-di-perumahan-kirana-cibitung-iid-845749322;Dijual Rumah Murah di Perumahan Kirana Cibitung,  lb:96, lt:145, Lokasi strategis,dekat dengan toll,aman dan bebas banjir, *surat-surat aman dan lengkap 100%, *CASH ONLY;;07/12/2021;105;36;2;1;0;1;Jonggol;SHGB;1300;;456000000;https://www.rumah.com/listing-properti/dijual-citra-indah-oleh-agih-bia-bagus-r-19396300;Lokasi strategis, keamanan 24 jam;;06/12/2021;98;126;4;4;2;2;Jakarta Utara ;SHM;2200;Timur;35000000000;https://rumahdijual.com/9554796;"- jalanan 2.25 mobil
- rumah baru";;12/06/2021;170;150;4;2;;1;PINANG, TANGERANG;SHM;2200;Utara;1500;https://www.rumah123.com/properti/tangerang/hos9290814/;Lokasi strategis 1 km dari tol kunciran ;
03/12/2021;364;494;5;;1;;Kota Bekasi;;;;2485000000;https://www.iklanrumah.com/list/detail/37392/rumah-mewah-pondok-pekayon-indah-siap-huni-di-kota-bekasi;Rumah Mewah Pondok Pekayon Indah Siap Huni di Kota Bekasi, lokasi strategi yang dekat dengan fasilitas umum, dan row jalan lebar;;07/12/2021;60;36;2;1;0;1;Bojonggede;SHM;1300;;368000000;https://www.rumah.com/listing-properti/dijual-5-menit-rs-citama-khusus-cash-keras-diskon-100-juta-free-biaya-notaris-shm-oleh-faqih-18664161;Lokasi strategis dengan lembaga pendidikan dan stasiun;;06/12/2021;330;400;5;6;3;3;Jakarta Utara ;SHM;9900;Utara;8500000000;https://rumahdijual.com/8801692;"- 2 meteran Listrik 4400 watt dan 5500 watt
- jalanan 2.5 mobil";;12/06/2021;230;370;4;4;;;CISAUK, TANGERANG;HGB;3500;;11600;https://www.rumah123.com/properti/tangerang/hos9290728/;LOKASI LAUREL SANGAT STRATEGIS SELANGKAH KE BOTANICAL PARK & COUNTRY CLUB YANG DAPAT DIAKSES DARI GERBANG BARAT DAN GERBANG UTARA;
03/12/2021;65;90;4;2;;1;Kota Bekasi;SHM;2200;Selatan;800000000;https://www.rumah123.com/properti/bekasi/hos9274024/;Lokasi strategis dekat Sumarecon stasiun Bekasi, akses ke arah Tol Bekasi Barat, harapan indah Cakung pulogadung;;07/12/2021;84;42;2;1;0;1;Parung;SHM;1300;;500000000;https://www.rumah.com/listing-properti/dijual-casa-green-residence-parung-oleh-lilly-andalusiana-19396271;Keamanan 24 jam, dekat dengan lembaga pendidikan (SDN Parung, Universitas Pamulang), dekat dengan pusat perbelanjaan;;15/11/2021;144;250;4;4;;1;Jakarta Utara ;PPJB;4400;;8200000000;https://www.rumah.com/listing-properti/dijual-pantai-indah-kapuk-pik-jakarta-utara-oleh-herry-yang-19007702;Rumah brandnew, minimalis, bangunan 2.5 lantai, komplek perumahan Pantai Indah Kapuk PIK, dan keamanan 24 jam;;12/06/2021;90;60;2;1;;1;LIPPO KARAWACI, TANGERANG;SHM;2200;Selatan;750;https://www.rumah123.com/properti/tangerang/hos9290715/;Dekat dengan halte karawaci, dekat dengan Lippo Mall Karawaci, MaxxBox Lippo Village, dan Benton Junction Lippo Village;
03/12/2021;72;60;3;2;;2;Kota Bekasi;SHM;2200;Timur;1030000000;https://www.rumah123.com/properti/bekasi/hos9275759/;Selling Point : Dekat Kota Cinema Mall Jatiasih, dekat Trisakti Ciangsana dan Mercu Buana, dekat bandara Halim Perdana Kusuma, dekat Trans Studio Mall dan TMII, dekat RS Jatisampurna dan Mitra Keluarga Jatiasih, dekat pintu tol Jorr Jatiasih, Fasilitas Cluster : Full Basketball Court, swimming Pool + Kids Pool, flower Garden, outdoor Gym, children Playground, traditional Gamesfield, jogging Track, keamanan 24Jam + CCTV, underground Utility, Spesifikasi : Luas tanah 72, luas bangunan 60, kamar tidur 3, kamar mandi 2, carport 2 mobil, air PDAM, listrik 2200 watt, harga mulai 1,033 M (cash);;07/12/2021;84;36;2;1;0;1;Parung;SHM;1300;;599000000;https://www.rumah.com/listing-properti/dijual-kemang-eminence-bogor-oleh-aditya-santoso-19253196;Keamanan 24 jam, dekat dengan stastiun Cilebut, pemandangan hijau;;02/12/2021;260;300;3;2;;1;Jakarta Utara ;SHGB;2200;;39500000000;https://www.rumah.com/listing-properti/dijual-rumah-di-ancol-timur-oleh-sessu-19310690;2 Lantai, jalanan luas, ada minimart, keamanan 24 jam;;12/06/2021;96;82;2;2;;1;CIPONDOH, TANGERANG;SHM;4400;;2900;https://www.rumah123.com/properti/tangerang/hos9290645/;dilengkapi dengan fasilitas keamanan dan taman. Dekat akses Tol lingkar luar, dekat Supermarket besar, dekat ke jalan Raya Cipondoh, dekat pasar tradisional;
03/12/2021;96;69;3;3;;1;Kota Bekasi;SHM;2200;Timur;920000000;https://www.rumah123.com/properti/bekasi/hos9274985/;Super Prime Area : 5,2 km ke Summarecon Mall Bekasi, 4,1 km ke Primaya Hospital Bekasi, 3,8 km ke Universitas BSI, 5 km ke Universitas Binus, 2,4 km  ke Harapan Indah, 7 km ke Stasiun Bekasi, 9 km ke Pintu Toll Bekasi Barat Type Rumah: Type Sapphire - LT 96/LB 69 m2, Spesifikasi: Kamar tidur 3, kamar mandi 3, carport 2 mobil, listrik 2200, legalitas SHM;;07/12/2021;98;49;2;1;0;1;Bogor Utara;SHM;1300;;925045000;https://www.rumah.com/listing-properti/dijual-vinca-village-oleh-roni-17724382;Keamanan 24 jam, dekat dengan Tol Babakan Madang Barat, sekolah Alam Bogor, Rumah Sakit PMI;;07/12/2021;144;297;5;3;2;2;Jakarta Utara ;SHM;4400;Timur;8500000000;https://rumahdijual.com/kelapa-gading/5895098-rumah-dijual-di-sherwood-town-house-hook-kelapa-gading.html;"-  Kondisi di HOOK
- Kondisi masih Tersewa smp Agustus 2019
- Biaya sewa akan diperhitungkan
- Kolam Renang di belakang
- Tempat bermain anak2 disamping
- Ada tempat Ruangan istirahat disebelah luas sekali";;12/06/2021;84;66;2;2;;;CIPONDOH, TANGERANG;SHM;4400;;1450;https://www.rumah123.com/properti/tangerang/hos9290589/;Dilengkapi dengan fasilitas keamanan dan taman. Dekat akses Tol lingkar luar, dekat Supermarket besar, dekat ke jalan Raya Cipondoh, dekat pasar tradisional;
